,node,cluster
78,OLNO01005792.1::0:6225,NA
79,ULQC01066643.1::0:6337,NA
80,OGWU01002127.1::0:10344,NA
81,ULRH01033077.1::0:20782,NA
82,ULRA01077586.1::0:6651,NA
83,OJMI01005060.1::0:8234,NA
84,OGRU01001946.1::0:14370,NA
85,OLSB01000486.1::1029:41029,NA
86,OGRN01027521.1::0:1827,NA
87,QZLK01002022.1::0:7898,NA
88,ULQP01051190.1::0:29422,NA
89,ULST01027405.1::0:10336,NA
90,UMHV01025840.1::0:2607,NA
91,UMGZ01022403.1::0:2228,NA
92,UMFT01035000.1::0:4076,NA
93,ULTY01079061.1::0:5138,NA
94,SCFQ01000042.1::0:11827,NA
95,UMFT01005072.1::0:22150,NA
96,ULXW01043607.1::0:20880,NA
97,OIWK01000189.1::38526:63328,NA
98,OGXD01000457.1::0:36395,NA
99,OGCO01000622.1::25296:58987,NA
100,OLPS01007404.1::0:5850,NA
101,ULXI01022687.1::0:6912,NA
102,ULSM01029035.1::0:5994,NA
103,SFFA01000014.1::43799:69969,NA
104,OLGY01000439.1::0:29026,NA
105,OIYP01000157.1::0:29721,NA
106,UQCB01000003.1::81470:121470,NA
107,OLFX01000049.1::81470:121470,NA
108,OIYQ01000093.1::2466:34459,NA
109,OGQF01000616.1::0:27386,NA
110,OFGE01003255.1::0:10900,NA
111,OFFT01002002.1::0:11239,NA
112,OFGN01000264.1::0:22516,NA
113,OFGI01001276.1::0:10463,NA
114,OFGE01000231.1::0:23240,NA
115,OFFN01002759.1::0:5908,NA
116,OFFM01002478.1::0:8106,NA
117,OFFD01002821.1::0:7825,NA
118,OFGZ01000319.1::0:20242,NA
119,OFFU01002561.1::0:9478,NA
120,OFFB01000862.1::0:22804,NA
121,OJMO01007556.1::0:4114,NA
122,ODKZ01004022.1::0:5068,NA
123,ODAI010171285.1::0:3920,NA
124,ODAI010010805.1::0:6182,NA
125,OCVV011189130.1::0:4188,NA
126,OGRO01010014.1::0:4800,NA
127,UMKR01005379.1::0:20138,NA
128,UMKQ01069685.1::0:20002,NA
129,UMJU01029294.1::0:33580,NA
130,UMHV01009776.1::0:15472,NA
131,UMHM01048156.1::0:33610,NA
132,ULPX01042468.1::54122:76116,NA
133,OLWA01009242.1::0:4514,NA
134,OLRB01002076.1::0:7182,NA
135,OLPO01000004.1::420801:441119,NA
136,OLOZ01001455.1::0:16132,NA
137,OLOR01001025.1::0:27553,NA
138,OLNL01000007.1::53849:93849,NA
139,OLNK01000358.1::15072:55072,NA
140,OGYV01000880.1::0:24178,NA
141,OGOU01000024.1::92145:132145,NA
142,OLHA01001123.1::0:14785,NA
143,OKKJ01000109.1::0:27892,NA
144,UMKT01065096.1::0:37928,NA
145,UMBL01010765.1::21602:61602,NA
146,UMBK01013019.1::0:39335,NA
147,UMBG01009641.1::2824:41578,NA
148,ULUC01007104.1::0:28915,NA
149,ULTP01031393.1::0:14935,NA
150,OIXA01000131.1::25419:65419,NA
151,OHAN01001171.1::0:22334,NA
152,OGYZ01003390.1::0:9713,NA
153,OGYX01000007.1::114449:138901,NA
154,OCHC01000003.1::0:28108,NA
155,URBV01000034.1::2952:32357,NA
156,UMLD01082847.1::0:10068,NA
157,UMKB01030316.1::0:9757,NA
158,UMBF01029969.1::0:5028,NA
159,ULYY01007450.1::0:4874,NA
160,PPYE01294495.1::0:8596,NA
161,OLRT01002965.1::0:10037,NA
162,OLRP01002981.1::0:10848,NA
163,OLRC01002185.1::0:11004,NA
164,OLQV01003086.1::0:10237,NA
165,OLQG01002363.1::0:9925,NA
166,OLPY01002798.1::0:10037,NA
167,OLPG01003113.1::0:10661,NA
168,OLPE01001007.1::0:18829,NA
169,OLOD01002046.1::0:11135,NA
170,OLOC01000473.1::0:27665,NA
171,OLNT01002033.1::0:10295,NA
172,OLNF01000674.1::2381:30607,NA
173,OLNE01002643.1::0:10985,NA
174,OLGD01006614.1::0:7579,NA
175,OJON01004684.1::0:4163,NA
176,OJNX01005826.1::0:3757,NA
177,OIEF01001304.1::0:8567,NA
178,OIEC01001900.1::0:8333,NA
179,OGWX01004099.1::0:7483,NA
180,OGOY01004069.1::0:10349,NA
181,OGOO01004487.1::0:8078,NA
182,OGCO01006757.1::0:9898,NA
183,OGCM01004320.1::0:9734,NA
184,OFMO01000730.1::0:21969,NA
185,OCPR01003172.1::0:5571,NA
186,OCHA01002507.1::0:10713,NA
187,QWEG01000001.1::373670:413670,NA
188,UMDR01004716.1::0:9593,NA
189,OGZZ01005684.1::0:5630,NA
190,UMIY01037488.1::0:28652,NA
191,OBRT01001490.1::0:4318,NA
192,UMKI01005568.1::13119:42768,NA
193,ULXW01011105.1::0:18932,NA
194,QROA01000028.1::0:33805,NA
195,QRNP01000035.1::0:31824,NA
196,OKUA01000647.1::0:25014,NA
197,OHRL01000604.1::0:25915,NA
198,OHPW01000555.1::0:27471,NA
199,OHJT01000581.1::0:27523,NA
200,OHBE01000030.1::95830:134328,NA
201,OGCN01000142.1::0:24560,NA
202,OCQB01000364.1::17268:53116,NA
203,OBJG01000043.1::132617:168465,NA
204,OFMJ01002749.1::0:9438,NA
205,UMHF01050745.1::11587:50541,NA
206,OLIS01001987.1::0:13889,NA
207,OBHU01000638.1::0:24589,NA
208,UQUN01000007.1::44058:84058,NA
209,OLJB01000033.1::44058:84058,NA
210,OJOA01000084.1::1362:41362,NA
211,OJNZ01000061.1::44058:84058,NA
212,OLOC01002854.1::0:7260,NA
213,OLNC01002182.1::0:7718,NA
214,QTVB01000085.1::0:4669,NA
215,URVT01000164.1::0:5846,NA
216,OHRS01001486.1::0:8234,NA
217,QZMA01006647.1::0:3923,NA
218,OLWX01003425.1::0:5042,NA
219,OLSI01003646.1::0:6600,NA
220,UMGR01026277.1::0:25645,NA
221,UMDQ01044292.1::29337:55132,NA
222,QUKU01000042.1::0:31760,NA
223,QUIP01000016.1::77537:110278,NA
224,PPYE01275762.1::0:15653,NA
225,OLRM01000009.1::0:21755,NA
226,OLPD01000977.1::0:16646,NA
227,OGYX01000205.1::0:25725,NA
228,OGRJ01004818.1::0:7437,NA
229,OGOT01003128.1::0:6627,NA
230,OFLY01001019.1::0:19145,NA
231,OBIA01004935.1::0:3720,NA
232,UMGU01028560.1::0:14262,NA
233,UMDP01038807.1::0:11520,NA
234,UMDO01036293.1::0:13134,NA
235,QZLN01002281.1::0:16332,NA
236,QZLK01000884.1::0:16338,NA
237,OLSE01001849.1::0:14473,NA
238,OLSD01002186.1::0:14221,NA
239,OLRJ01002766.1::0:12585,NA
240,OLPY01001907.1::0:13663,NA
241,OLOI01000849.1::0:27333,NA
242,OLNT01001854.1::0:10955,NA
243,OLNR01000796.1::0:22947,NA
244,OJOO01001927.1::0:8105,NA
245,OFMN01001591.1::0:14452,NA
246,OBYQ01001136.1::0:15085,NA
247,OBWY01000353.1::12585:40064,NA
248,OBWL01001409.1::0:14411,NA
249,OAWC01000814.1::0:15239,NA
250,OAVV01001494.1::0:9651,NA
251,OFMG01001801.1::0:13128,NA
252,OAVC01001667.1::0:6224,NA
253,OGPR01003669.1::0:8789,NA
254,OLRR01005649.1::0:4730,NA
255,NUXA01000064.1::0:14956,NA
256,NUMM01000028.1::37576:68044,NA
257,OFMF01000001.1::0:26494,NA
258,UMKF01004928.1::0:9680,70
259,OHEP01002438.1::0:8227,NA
260,ULNP01044836.1::0:4303,NA
261,OLPU01008178.1::0:4812,NA
262,OLJB01001892.1::0:9431,NA
263,OKRV01003447.1::0:7515,NA
264,OJOA01003892.1::0:5004,NA
265,OJNZ01003482.1::0:6120,NA
266,OGZG01001058.1::0:21285,NA
267,OGZC01001473.1::0:12587,NA
268,OGXX01001635.1::0:22251,NA
269,OGPC01000793.1::0:25678,NA
270,OGYF01006224.1::0:6688,NA
271,OWIN01001606.1::0:8625,NA
272,OGYX01008268.1::0:4634,NA
273,OGDN01006531.1::0:7963,NA
274,OLFF01001760.1::0:3905,NA
275,OIQI01001276.1::0:5145,NA
276,UQEU01000022.1::0:13011,NA
277,OMBQ01000821.1::4870:30528,NA
278,OGQS01002446.1::0:7885,NA
279,OFMI01001694.1::0:13011,NA
280,OLPP01000562.1::0:26001,NA
281,NFKO01000001.1::277187:315081,NA
282,PDKK01000018.1::0:21980,NA
283,OMWX01000003.1::183742:223742,NA
284,MTKW01006300.1::8102:28688,NA
285,SDGV01000031.1::23205:57578,NA
286,VUAS01000020.1::1784:35724,NA
287,VUAP01000009.1::58736:85978,NA
288,VUAO01000012.1::37561:70992,NA
289,VUAM01000021.1::0:36490,NA
290,NKKZ01000250.1::54650:82877,NA
291,MCJG01000002.1::113666:153666,NA
292,PXZH01000003.1::15119:55383,NA
293,OHGZ01001230.1::0:12819,70
294,OHFG01001711.1::0:9088,70
295,LT962471.1::56055:96055,NA
296,LVKL01000035.1::31746:58868,NA
297,LSUQ01000025.1::0:27544,NA
298,ONEB01000006.1::98986:138986,NA
299,UMJL01037373.1::0:7383,NA
300,KZ845663.1::253689:308973,NA
301,OLPI01002947.1::0:12619,NA
302,OGSQ01000065.1::16725:59236,NA
303,UGQR01000001.1::1003188:1044376,NA
304,MTBO01000004.1::9860:50322,NA
305,JTDO01000017.1::0:37216,NA
306,LT635493.1::349891:401741,NA
307,JRMZ01000067.1::0:27179,NA
308,OJWS01000267.1::0:8846,NA
309,OJVE01000939.1::0:7292,NA
310,OGSL01000256.1::0:21412,NA
311,JRJU01000058.1::0:19935,NA
312,UMAL01042015.1::0:17023,70
313,OHQR01000159.1::32080:52900,70
314,OHGK01000692.1::0:21524,70
315,OCPV01001042.1::0:16725,70
316,JXDD01000007.1::26515:49256,NA
317,UGTA01000001.1::1745168:1785168,NA
318,JTJO01000093.1::0:6046,NA
319,JTJN01000025.1::0:5593,NA
320,JPXQ01000013.1::0:5740,NA
321,JOJZ01000009.1::33334:74192,NA
322,POXA01000023.1::5403:40629,NA
323,MTAC01000007.1::0:28526,NA
324,LR134516.1::1211419:1251419,NA
325,LGYH01000002.1::140750:180750,NA
326,JH165159.1::379907:419907,NA
327,ULQF01099234.1::0:37034,NA
328,JGI24703J35330_11747999::0:9773,NA
329,JGI990J12352_1000176::0:14933,NA
330,JGI24697J35500_11274877::0:11297,NA
331,LDZT01013560.1::0:5607,NA
332,JAGT01000001.1::2958461:2998461,NA
333,Ga0334901_1007583::0:5902,NA
334,Ga0334900_1003230::0:12991,NA
335,Ga0334901_1000201::1119:42204,NA
336,Ga0334900_1000329::31220:72240,NA
337,Ga0334899_1000176::1228:42313,NA
338,Ga0334898_1000250::54605:94900,NA
339,Ga0334896_1000295::0:39272,NA
340,Ga0334883_1000585::31611:64170,NA
341,Ga0326728_10031190::0:8985,NA
342,Ga0326727_10026126::0:10869,NA
343,Ga0316207_10008050::0:7959,NA
344,Ga0316205_10000353::0:28996,NA
345,SJPF01000006.1::292955:332955,NA
346,Ga0315288_10001594::0:23908,NA
347,Ga0315284_10050067::0:5751,NA
348,Ga0315274_10000137::79792:106598,NA
349,Ga0311371_10048569::0:7254,NA
350,JNLK01000001.1::1951375:1991375,NA
351,Ga0308156_1000076::146525:186525,NA
352,QGHL01000004.1::368042:408042,NA
353,Ga0315541_1014014::0:4379,NA
354,Ga0315539_1006015::0:7969,NA
355,Ga0315532_1003602::0:9846,NA
356,Ga0307439_1005995::0:6317,NA
357,Ga0307438_1006099::0:5879,NA
358,Ga0307432_1004443::0:6804,NA
359,Ga0307427_1002966::0:7841,NA
360,Ga0307421_1008245::0:4871,NA
361,OQVS01000826.1::0:20016,NA
362,OIYF01000255.1::0:23355,NA
363,OGYI01000968.1::0:23924,NA
364,Ga0307249_10307026::0:3988,NA
365,OIYH01003363.1::0:7746,NA
366,Ga0307249_10209907::0:5516,NA
367,Ga0318466_10245718::0:4492,NA
368,Ga0307249_10195994::0:5856,NA
369,Ga0318466_10111242::0:9164,NA
370,Ga0307249_10164261::0:6841,NA
371,Ga0318466_10275819::0:4077,NA
372,Ga0307249_10141174::0:7829,NA
373,Ga0318466_10131106::0:7854,NA
374,Ga0307249_10140696::0:7854,NA
375,Ga0318466_10134321::0:7679,NA
376,Ga0307249_10122817::0:8873,NA
377,Ga0318466_10158967::0:6580,NA
378,Ga0307249_10090331::0:11741,NA
379,Ga0318466_10084040::0:11960,NA
380,Ga0307249_10089194::0:11879,NA
381,Ga0318466_10107085::0:9507,NA
382,Ga0307249_10086189::0:12267,NA
383,Ga0318466_10083153::0:12071,NA
384,Ga0307249_10083759::0:12584,NA
385,Ga0318466_10041538::0:23146,NA
386,Ga0307249_10037381::0:24498,NA
387,Ga0318466_10012816::0:22851,NA
388,Ga0307249_10028337::0:22851,NA
389,Ga0318466_10027485::0:32933,NA
390,Ga0307249_10026331::3112:34727,NA
391,Ga0318466_10024961::8527:35533,NA
392,Ga0307249_10025017::9146:36152,NA
393,Ga0318466_10021917::0:20182,NA
394,Ga0307249_10022399::0:20182,NA
395,Ga0318466_10014006::23956:53866,NA
396,Ga0307249_10013829::0:28382,NA
397,JQKK01000004.1::65202:105202,70
398,Ga0318466_10009101::34590:70659,NA
399,Ga0307249_10009482::34722:69951,NA
400,Ga0318466_10006208::0:26351,NA
401,Ga0307249_10006450::0:26351,NA
402,Ga0318466_10000241::172949:212949,NA
403,Ga0307249_10001613::137899:169772,NA
404,Ga0318466_10006102::61259:88766,NA
405,Ga0307249_10001063::0:29101,NA
406,Ga0318466_10010009::20561:60561,NA
407,Ga0307249_10000729::21079:61079,NA
408,Ga0318466_10000335::37417:77417,NA
409,Ga0307249_10000402::37416:77416,NA
410,Ga0307245_1059883::0:5517,NA
411,NJBM01000012.1::165177:192872,NA
412,Ga0268285_1001700::0:10320,NA
413,Ga0268282_1001373::0:10730,NA
414,JGI20169J29049_11449204::0:11674,NA
415,Ga0265301_10008786::0:9263,NA
416,Ga0265301_10001628::0:26459,NA
417,Ga0310690_10000247::0:32717,NA
418,QUWK01000004.1::144189:186631,NA
419,JDSH01000037.1::30140:57341,NA
420,Ga0265294_10019585::0:7037,NA
421,Ga0265294_10009092::0:11499,NA
422,Ga0318466_10054480::0:18034,NA
423,Ga0307249_10070499::0:14733,NA
424,Ga0310695_10014808::0:10489,NA
425,Ga0256407_10017209::0:9096,NA
426,Ga0310695_10001441::0:33213,NA
427,Ga0256407_10001160::0:30716,NA
428,Ga0334895_1003846::0:11144,NA
429,Ga0256871_1004877::0:6853,NA
430,Ga0256870_1003523::0:6746,NA
431,Ga0256406_1003631::0:18863,NA
432,Ga0256406_1000001::0:20001,NA
433,Ga0256405_10019897::0:7007,NA
434,Ga0256405_10004755::0:24805,NA
435,Ga0256404_1000112::77060:117060,NA
436,Ga0310694_10005557::0:12060,NA
437,Ga0247610_10007809::0:10931,NA
438,ONJP01000056.1::0:17031,NA
439,RRZU010849737.1::0:5747,NA
440,QUJT01000008.1::62013:102013,NA
441,QUJN01000007.1::52525:92789,NA
442,QUHX01000009.1::64438:104438,NA
443,OGXV01000060.1::472:40472,NA
444,UGJJ01000003.1::133333:173333,NA
445,Ga0257089_10047302::0:6338,NA
446,Ga0216341_10036683::0:6338,NA
447,Ga0257077_10069876::0:5653,NA
448,Ga0216340_10057372::0:5515,NA
449,Ga0214925_100130::32143:69030,NA
450,Ga0257069_1000032::15851:55851,NA
451,Ga0214519_100007::262766:302766,NA
452,Ga0257069_1000130::38003:78003,NA
453,Ga0257068_1000081::134608:174608,NA
454,Ga0214519_100076::38053:79044,NA
455,Ga0214507_100139::85974:125974,NA
456,TBL_comb47_HYPODRAFT_10008370::0:10587,NA
457,Ga0214235_1003040::0:3577,NA
458,QKIO01000266.1::0:9991,NA
459,MDTG01271987.1::0:8301,NA
460,MDTD01116077.1::0:8991,NA
461,Ga0316205_10004370::0:12444,NA
462,Ga0265295_1000626::43221:69392,NA
463,JGI24132J36420_10003237::0:7075,NA
464,Ga0209538_1001982::0:10569,NA
465,Ga0209429_10000065::43683:69612,NA
466,Ga0272380_10019513::0:7494,NA
467,Ga0209340_1005261::0:5841,NA
468,Ga0316208_1003753::0:10651,NA
469,Ga0208242_100014::277911:319563,NA
470,Ga0211636_10005119::0:7028,NA
471,Ga0207068_1171::0:18416,NA
472,Ga0206125_10007792::0:8231,NA
473,Ga0206124_10004269::0:9757,NA
474,JGI25317J35169_1000019::91239:131239,NA
475,Ga0209024_1000005::91265:131265,NA
476,RXJX01000023.1::0:22450,NA
477,Ga0206101_1001416::0:5131,NA
478,QWCB01002976.1::0:13360,NA
479,Ga0194112_10007561::0:14120,NA
480,Ga0194110_10004917::0:16011,NA
481,KK073872.1::2989131:3031513,NA
482,Ga0192261_1118::0:15544,NA
483,ONCI01000005.1::0:24223,NA
484,Ga0187910_10096000::0:4790,NA
485,OFGX01001304.1::0:15284,NA
486,OOBP01002607.1::0:6189,NA
487,OHAO01001391.1::0:17004,NA
488,OGCN01005181.1::0:10526,NA
489,OFMU01001376.1::0:14673,NA
490,Ga0318466_10003219::15259:55259,NA
491,Ga0307249_10003435::15259:55259,NA
492,Ga0257090_10069703::0:5287,NA
493,Ga0216340_10058515::0:5425,NA
494,Ga0187910_10081544::0:5403,NA
495,Ga0187908_10073110::0:5289,NA
496,Ga0318466_10005934::17955:57955,NA
497,Ga0307249_10006165::17955:57955,NA
498,Ga0318466_10025540::0:20001,NA
499,Ga0307249_10021558::0:34771,NA
500,Ga0257090_10033314::0:9227,NA
501,Ga0216342_10049642::0:5600,NA
502,Ga0187908_10041087::0:8169,NA
503,Ga0318466_10010321::0:21477,NA
504,Ga0307249_10010518::0:21477,NA
505,Ga0216341_10011342::0:17227,NA
506,Ga0216339_10039258::0:6704,NA
507,Ga0318466_10109464::0:9309,NA
508,Ga0307249_10116475::0:9309,NA
509,Ga0257091_10061523::0:5872,NA
510,Ga0257090_10033376::0:9214,NA
511,Ga0257089_10045055::0:6579,NA
512,Ga0257077_10017411::0:16724,NA
513,Ga0257076_10055430::0:6015,NA
514,Ga0187909_10067470::0:5157,NA
515,Ga0187908_10029628::0:10515,NA
516,Ga0187907_10038099::0:8892,NA
517,Ga0318466_10000606::16557:56557,NA
518,Ga0307249_10000669::174571:215426,NA
519,Ga0257090_10011525::0:21625,NA
520,Ga0257089_10005489::10415:34414,NA
521,Ga0257077_10005031::0:31318,NA
522,Ga0257076_10005955::0:23487,NA
523,Ga0216342_10004610::0:39040,NA
524,Ga0216340_10007361::0:29734,NA
525,Ga0187911_10005222::0:23473,NA
526,Ga0187910_10004081::0:31960,NA
527,Ga0187909_10004826::0:23378,NA
528,Ga0187908_10009065::0:25033,NA
529,Ga0318466_10013927::0:20001,NA
530,Ga0318466_10077911::0:12849,NA
531,Ga0318466_10000840::93088:133088,NA
532,Ga0307249_10000546::133057:173057,NA
533,Ga0257091_10002509::33140:66744,NA
534,Ga0257090_10014889::0:17607,NA
535,Ga0257077_10026247::0:12062,NA
536,Ga0257076_10013112::0:18851,NA
537,Ga0216342_10019993::0:11919,NA
538,Ga0216340_10006587::0:21789,NA
539,Ga0216339_10012407::0:17448,NA
540,Ga0187911_10005636::0:22814,NA
541,Ga0187910_10027010::0:12463,NA
542,Ga0187908_10014749::0:17745,NA
543,Ga0187907_10020984::0:14044,NA
544,Ga0307249_10003175::65505:106170,NA
545,Ga0257091_10011892::0:22002,NA
546,Ga0257077_10047619::0:7541,NA
547,Ga0187910_10053682::0:7368,NA
548,Ga0187909_10043206::0:7190,NA
549,Ga0187907_10020344::0:14363,NA
550,Ga0318466_10000313::34244:74244,NA
551,Ga0307249_10000380::203764:243764,NA
552,Ga0257091_10008327::0:29061,NA
553,Ga0257090_10002592::20711:60711,NA
554,Ga0257089_10006593::0:30019,NA
555,Ga0257077_10011284::0:23682,NA
556,Ga0257076_10014296::0:17667,NA
557,Ga0216342_10001673::3245:43245,NA
558,Ga0216341_10015802::0:13000,NA
559,Ga0216340_10014261::0:17438,NA
560,Ga0216339_10015401::0:14545,NA
561,Ga0187910_10013113::0:21086,NA
562,Ga0187909_10003959::0:36738,NA
563,Ga0187908_10004541::0:36763,NA
564,Ga0187907_10006106::0:31162,NA
565,Ga0318466_10001760::68820:108820,NA
566,Ga0307249_10002114::68820:108820,NA
567,Ga0257091_10004769::586:40586,NA
568,Ga0257090_10059493::0:5956,NA
569,Ga0257089_10028872::0:9259,NA
570,Ga0257077_10016309::0:17611,NA
571,Ga0257076_10016096::0:16087,NA
572,Ga0216342_10049540::0:5610,NA
573,Ga0216340_10021476::0:12421,NA
574,Ga0216339_10030884::0:8163,NA
575,Ga0187911_10014039::0:18039,NA
576,Ga0187910_10006734::7693:32338,NA
577,Ga0187909_10031532::0:9092,NA
578,Ga0187908_10112342::0:3855,NA
579,Ga0187907_10005743::0:33590,NA
580,Ga0257089_10008828::3147:23910,NA
581,Ga0216342_10018647::0:12685,NA
582,Ga0216341_10010813::0:17893,NA
583,Ga0216340_10004884::20102:40366,NA
584,Ga0187911_10000773::0:20018,NA
585,Ga0187910_10000900::0:20002,NA
586,Ga0187909_10009748::0:20002,NA
587,Ga0187908_10000809::0:20014,NA
588,Ga0187907_10004021::0:21256,NA
589,Ga0257077_10008553::0:24621,NA
590,Ga0216340_10015238::0:16507,NA
591,Ga0216339_10017637::0:12978,NA
592,Ga0302102_10018610::0:8183,NA
593,Ga0257091_10013617::0:19647,NA
594,Ga0257090_10022962::0:12430,NA
595,Ga0257077_10022492::0:13648,NA
596,Ga0257076_10014143::0:17804,NA
597,Ga0216347_10018105::0:6376,NA
598,Ga0216342_10024577::0:9983,NA
599,Ga0216340_10011947::0:20293,NA
600,Ga0187911_10039786::0:8215,NA
601,Ga0187908_10017858::0:15430,NA
602,Ga0187907_10021965::0:13566,NA
603,Ga0187902_10034462::0:5435,NA
604,URYI01000020.1::0:21172,NA
605,UQPM01000018.1::0:20032,NA
606,ULUZ01065979.1::0:14893,NA
607,ULUU01064919.1::0:13021,NA
608,ULUO01032220.1::0:6010,NA
609,SFIR01000003.1::0:20013,NA
610,QWCK01009334.1::0:6903,NA
611,OLIW01002712.1::0:12551,NA
612,OJMH01001745.1::0:20611,NA
613,OHGR01000133.1::0:21223,NA
614,OHFX01000098.1::34528:56462,NA
615,NFKS01000036.1::0:17355,NA
616,NFIH01000005.1::7974:47974,NA
617,NFIB01000024.1::25440:46537,NA
618,Ga0318466_10078226::0:12801,NA
619,Ga0307249_10029500::0:28644,NA
620,Ga0302102_10052639::0:4000,NA
621,Ga0257091_10029918::0:10291,NA
622,Ga0257090_10039267::0:8118,NA
623,Ga0257089_10034140::0:8131,NA
624,Ga0257077_10031966::0:10294,NA
625,Ga0257076_10006997::9629:30436,NA
626,Ga0216341_10021423::0:9979,NA
627,Ga0216340_10025162::0:10861,NA
628,Ga0216339_10025950::0:9448,NA
629,Ga0187911_10033217::0:9446,NA
630,Ga0187910_10031932::0:10970,NA
631,Ga0187909_10029982::0:9446,NA
632,Ga0187908_10045445::0:7575,NA
633,Ga0187907_10026915::0:11642,NA
634,Ga0187902_10050753::0:4313,NA
635,Ga0187901_10053021::0:3968,NA
636,Ga0318466_10006390::0:21247,NA
637,Ga0307249_10006628::0:21247,NA
638,Ga0257091_10033767::0:9318,NA
639,Ga0257090_10001558::64602:85395,NA
640,Ga0257089_10010944::0:20186,NA
641,Ga0257077_10013474::0:20483,NA
642,Ga0257076_10012252::0:19906,NA
643,Ga0216347_10008114::0:10994,NA
644,Ga0216346_10003723::0:19710,NA
645,Ga0216345_10003563::0:19731,NA
646,Ga0216342_10029846::0:8474,NA
647,Ga0216341_10009408::0:20186,NA
648,Ga0216340_10011817::0:20483,NA
649,Ga0216339_10010524::0:19906,NA
650,Ga0187911_10012183::0:19921,NA
651,Ga0187910_10013942::0:20198,NA
652,Ga0187909_10011134::0:19797,NA
653,Ga0187908_10012705::0:19815,NA
654,Ga0187907_10035959::0:9287,NA
655,Ga0187903_10003995::0:19703,NA
656,Ga0187902_10004247::0:19901,NA
657,Ga0187901_10023423::0:6576,NA
658,Ga0257091_10062886::0:5779,NA
659,Ga0187907_10068043::0:5736,NA
660,Ga0318466_10106898::0:9523,NA
661,Ga0307249_10086135::0:12273,NA
662,Ga0302102_10001225::5392:44971,NA
663,Ga0257091_10004606::0:37912,NA
664,Ga0257090_10007689::0:29716,NA
665,Ga0257089_10009793::0:22034,NA
666,Ga0257077_10011143::0:23896,NA
667,Ga0257076_10030111::0:9685,NA
668,Ga0216347_10000933::16444:48544,NA
669,Ga0216346_10001389::0:31660,NA
670,Ga0216345_10000822::1996:41996,NA
671,Ga0216342_10011715::0:18762,NA
672,Ga0216341_10011323::0:17245,NA
673,Ga0216340_10008912::0:25667,NA
674,Ga0216339_10009583::0:21536,NA
675,Ga0187911_10019824::0:14032,NA
