,node,cluster
54,UMCI01036088.1::0:9703,NA
55,ULZT01003203.1::0:15105,NA
56,ULYL01042579.1::0:13053,NA
57,ULVJ01028936.1::0:16474,NA
58,QZLN01003766.1::0:10660,NA
59,QZLJ01001782.1::0:12180,NA
60,PVMQ01001776.1::0:9894,NA
61,PVMO01019711.1::0:16060,NA
62,PPYF01196264.1::0:12271,NA
63,OMGY01003511.1::0:10520,NA
64,OLSO01001961.1::0:13787,NA
65,OLPL01001088.1::0:18017,NA
66,OLPC01001762.1::0:17791,NA
67,OLNW01002969.1::0:13729,NA
68,OKRZ01004254.1::0:9244,NA
69,OJAG01001009.1::0:18987,NA
70,OIWP01004444.1::0:9913,NA
71,OGQS01001152.1::0:15496,NA
72,OGOY01002854.1::0:14414,NA
73,OGDF01003994.1::0:17306,NA
74,OGCO01003671.1::0:17582,NA
75,OGCM01004436.1::0:9479,NA
76,OCPT01001252.1::0:15291,NA
77,OCPR01001852.1::0:10674,NA
78,OCHA01002628.1::0:10176,NA
79,OBJE01001251.1::0:14431,NA
80,UMKF01004928.1::0:9680,NA
81,ULYD01064507.1::0:10599,NA
82,ULRC01006962.1::0:5633,NA
83,ULME01023092.1::0:6939,NA
84,OKST01001521.1::0:10360,NA
85,OHGZ01001230.1::0:12819,NA
86,OHFL01003630.1::0:4763,NA
87,ULXX01065707.1::0:3179,NA
88,OIKA01001672.1::0:3914,14
89,OHYF01005081.1::0:3939,14
90,OGYR01003137.1::0:3934,14
91,NODE_5698_length_3587_cov_6.328992::0:3587,14
92,OGYV01010764.1::0:3195,NA
93,UMIO01019917.1::0:7512,NA
94,ULSF01013469.1::0:5208,NA
95,ULRC01073651.1::0:5564,NA
96,ULQZ01007595.1::0:10313,NA
97,QZLV01003016.1::0:6742,NA
98,QWCY01008497.1::0:7884,NA
99,OLVP01002607.1::0:8184,NA
100,OHFR01002855.1::0:4389,NA
101,OGWX01003782.1::0:8018,NA
102,OCHO01003449.1::0:7533,NA
103,OCHL01002206.1::0:9863,NA
104,OCHK01004139.1::0:8090,NA
105,OBAS01002780.1::0:8058,NA
106,OBAH01003117.1::0:7193,NA
107,PPYE01432381.1::0:21317,NA
108,NAZQ01000063.1::0:20020,NA
109,MRFB01000005.1::1799609:1842362,NA
110,MRDU01000002.1::2754803:2797556,NA
111,MRDT01000004.1::670784:713537,NA
112,SBSK01000005.1::1871765:1914446,NA
113,SBSF01000006.1::1871660:1914341,NA
114,SBRX01000011.1::44410:87091,NA
115,SBQH01000003.1::1876959:1919640,NA
116,SBOW01000004.1::1880103:1922784,NA
117,SBOS01000003.1::403014:445695,NA
118,SBOI01000004.1::1095325:1138006,NA
119,SBNV01000005.1::403006:445687,NA
120,SBNU01000008.1::403004:445685,NA
121,SBLU01000009.1::391558:434239,NA
122,SBLM01000005.1::1871657:1914338,NA
123,MQLH01000007.1::1109576:1152257,NA
124,MQKI01000014.1::1105335:1148016,NA
125,MQKF01000001.1::3084004:3126685,NA
126,MQJT01000004.1::1452997:1495678,NA
127,MQJO01000001.1::3088465:3131146,NA
128,MQJD01000001.1::3083634:3126315,NA
129,MQGM01000001.1::3082922:3125603,NA
130,MQFJ01000001.1::3079403:3122010,NA
131,MQFA01000003.1::1450429:1493110,NA
132,MQES01000003.1::1866125:1908732,NA
133,MQDU01000008.1::1450523:1493130,NA
134,MQDS01000003.1::1450537:1493218,NA
135,MQDK01000003.1::1866388:1908995,NA
136,MQBH01000002.1::1450537:1493144,NA
137,MRFL01000017.1::0:21915,NA
138,MQFH01000005.1::0:22263,NA
139,MMUG01000016.1::0:21415,NA
140,MQGR01000007.1::1460004:1505659,NA
141,MMSU01000045.1::44316:89971,NA
142,SBZL01000021.1::0:20004,NA
143,MRFO01000006.1::0:22247,NA
144,MRFN01000013.1::44515:88135,NA
145,MMVI01000072.1::44284:87108,NA
146,MMST01000006.1::1910122:1952875,NA
147,MMSL01000011.1::1468794:1512343,NA
148,SBQE01000007.1::404370:446977,NA
149,SBPG01000002.1::2251630:2294237,NA
150,SBOJ01000002.1::1107850:1150457,NA
151,SBLZ01000001.1::3081801:3124408,NA
152,SBLG01000004.1::44489:87096,NA
153,MRIT01000001.1::3081825:3124432,NA
154,MMNM01000001.1::3080753:3123360,NA
155,MMNJ01000003.1::1073211:1115818,NA
156,SBTB01000015.1::43341:83341,NA
157,MMTY01000001.1::3077188:3135080,NA
158,SBYJ01000003.1::1871774:1915025,NA
159,MQII01000011.1::0:20002,NA
160,MMGB01000004.1::0:22528,NA
161,MMKS01000018.1::44508:86819,NA
162,MMFE01000002.1::1467574:1510904,NA
163,MRHH01000002.1::0:21889,NA
164,MMEC01000007.1::44422:87175,NA
165,MMDH01000024.1::44435:87188,NA
166,MMDF01000019.1::44497:87250,NA
167,SBVX01000001.1::3082402:3125155,NA
168,SBVK01000009.1::44533:87286,NA
169,SBSG01000002.1::1872872:1915625,NA
170,SBOO01000006.1::1873158:1915911,NA
171,MQMA01000003.1::1872987:1915740,NA
172,MQLW01000004.1::1102977:1145730,NA
173,MQKS01000001.1::3091693:3134446,NA
174,MQJU01000003.1::1458846:1501599,NA
175,MQIP01000003.1::1453415:1496168,NA
176,MQGL01000016.1::1454840:1497593,NA
177,MQGC01000005.1::1454611:1497364,NA
178,MQEZ01000003.1::1868913:1911666,NA
179,MQEG01000003.1::1870256:1913009,NA
180,MQCG01000002.1::1868879:1911632,NA
181,MQAX01000002.1::1874508:1917115,NA
182,MMZW01000002.1::1873148:1915901,NA
183,MMZE01000005.1::1456150:1498903,NA
184,MMZD01000002.1::1901231:1943984,NA
185,MMYL01000001.1::3088934:3131687,NA
186,MMXN01000002.1::1871788:1914541,NA
187,MMWM01000025.1::44306:87059,NA
188,MMVP01000002.1::1868463:1911142,NA
189,MMUR01000018.1::44445:87198,NA
190,MMUO01000008.1::1101795:1144548,NA
191,MMTG01000005.1::1869099:1911852,NA
192,MMSQ01000009.1::44430:87183,NA
193,MMRZ01000029.1::402991:445744,NA
194,MMPY01000018.1::44438:87191,NA
195,MMPX01000026.1::44415:87168,NA
196,MMPS01000007.1::1871835:1914588,NA
197,MMPC01000018.1::44427:87106,NA
198,MMPA01000001.1::3088982:3131661,NA
199,MMOZ01000002.1::1872004:1914757,NA
200,MMON01000002.1::1872115:1914868,NA
201,MMOL01000001.1::3089528:3132207,NA
202,MMJB01000005.1::1472169:1514922,NA
203,MMHI01000008.1::1099269:1141951,NA
204,MMDA01000002.1::1871640:1914393,NA
205,MMCV01000001.1::3091894:3134647,NA
206,MMCE01000007.1::1468496:1511509,NA
207,MMIY01000005.1::1882984:1925808,NA
208,MMIQ01000007.1::1878432:1921256,NA
209,MMBO01000003.1::2763729:2806553,NA
210,SBUC01000015.1::44502:86830,NA
211,SBLF01000007.1::665495:708248,NA
212,MQET01000009.1::662828:705509,NA
213,MMBI01000005.1::403088:445416,NA
214,SBOM01000006.1::1875024:1917674,NA
215,SBNW01000002.1::1872842:1915415,NA
216,SBNF01000004.1::1872984:1915557,NA
217,MMBH01000003.1::1878754:1921327,NA
218,SCDD01000003.1::0:20020,NA
219,SCDB01000008.1::0:20004,NA
220,SCCY01000004.1::0:20007,NA
221,SCCU01000005.1::0:20004,NA
222,SCAL01000015.1::0:20009,NA
223,SCAJ01000009.1::0:20005,NA
224,SCAA01000002.1::0:20013,NA
225,SBZY01000010.1::0:20010,NA
226,SBZT01000031.1::0:20005,NA
227,SBZP01000037.1::0:20001,NA
228,SBZF01000005.1::0:20024,NA
229,SBYB01000006.1::0:20009,NA
230,SBYA01000006.1::0:20068,NA
231,SBXZ01000009.1::0:20003,NA
232,SBWQ01000014.1::0:20005,NA
233,SBWN01000047.1::0:20004,NA
234,SBVY01000005.1::0:20008,NA
235,SBVI01000021.1::0:20005,NA
236,SBUQ01000029.1::0:20005,NA
237,SBUJ01000003.1::0:20030,NA
238,MQKT01000010.1::0:20030,NA
239,MQKH01000002.1::0:20031,NA
240,MQJV01000002.1::0:20030,NA
241,MQIN01000002.1::0:20029,NA
242,MQIK01000002.1::0:20029,NA
243,MQHO01000011.1::0:20022,NA
244,MQHA01000008.1::0:20028,NA
245,MQFU01000005.1::0:20002,NA
246,MQFF01000003.1::0:20031,NA
247,MQFE01000003.1::0:20031,NA
248,MQEK01000003.1::0:20030,NA
249,MMZF01000002.1::0:20010,NA
250,MMVD01000018.1::0:20022,NA
251,MMPI01000013.1::0:21695,NA
252,MMOO01000026.1::0:20070,NA
253,MMKU01000004.1::0:21694,NA
254,MMHV01000002.1::0:20023,NA
255,MMGV01000003.1::0:20004,NA
256,MMGL01000002.1::0:20004,NA
257,SCCV01000002.1::1865855:1908608,NA
258,SCCD01000003.1::1867369:1910122,NA
259,SBUR01000071.1::44255:86828,NA
260,SBUI01000008.1::402935:445508,NA
261,SBTV01000002.1::2911307:2953880,NA
262,SBRP01000002.1::402927:445500,NA
263,SBQP01000008.1::44530:87103,NA
264,SBPW01000001.1::3086960:3129533,NA
265,SBPV01000003.1::1867584:1910157,NA
266,SBNT01000008.1::402933:445506,NA
267,SBNJ01000004.1::1868906:1911479,NA
268,SBLX01000004.1::1109938:1152861,NA
269,MQMD01000019.1::292603:335176,NA
270,MQLE01000001.1::3088721:3131294,NA
271,MQLA01000012.1::292603:335176,NA
272,MQKZ01000002.1::292605:335178,NA
273,MQKY01000006.1::1450745:1493318,NA
274,MQKU01000005.1::292611:335184,NA
275,MQKQ01000041.1::44314:87237,NA
276,MQKN01000001.1::3085893:3128466,NA
277,MQKM01000010.1::292660:335233,NA
278,MQKG01000018.1::292609:335182,NA
279,MQKE01000001.1::3087859:3130432,NA
280,MQJZ01000014.1::292605:335178,NA
281,MQJR01000017.1::44309:86882,NA
282,MQJQ01000037.1::44550:87473,NA
283,MQJK01000001.1::3086871:3129794,NA
284,MQJC01000003.1::292605:335178,NA
285,MQIY01000009.1::44444:87017,NA
286,MQIQ01000003.1::292605:335178,NA
287,MQIL01000004.1::292603:335176,NA
288,MQIG01000001.1::3088226:3130799,NA
289,MQIA01000010.1::292605:335178,NA
290,MQHW01000013.1::44421:86994,NA
291,MQHU01000005.1::292607:335180,NA
292,MQGP01000003.1::292604:335177,NA
293,MQGE01000005.1::292612:335185,NA
294,MQFT01000002.1::1454322:1496895,NA
295,MQFR01000004.1::1109746:1152319,NA
296,MQFQ01000021.1::44259:86832,NA
297,MQFL01000005.1::292603:335176,NA
298,MQFK01000004.1::292607:335180,NA
299,MQFG01000002.1::292605:335178,NA
300,MQEX01000005.1::667776:710349,NA
301,MQEU01000004.1::1448293:1490866,NA
302,MQEI01000002.1::292606:335179,NA
303,MQDP01000002.1::1453432:1496005,NA
304,MQDO01000002.1::292603:335526,NA
305,MQDC01000002.1::292605:335178,NA
306,MQDA01000002.1::292603:335176,NA
307,MQCV01000002.1::292609:335182,NA
308,MQCS01000002.1::292605:335178,NA
309,MQCQ01000003.1::292605:335178,NA
310,MQCO01000001.1::3082958:3125531,NA
311,MQBI01000003.1::1448472:1491045,NA
312,MMXR01000002.1::1868773:1911346,NA
313,MMNP01000001.1::3087175:3129748,NA
314,MMNA01000001.1::3087195:3129768,NA
315,MMMV01000002.1::1992949:2035376,NA
316,MMMS01000001.1::3086854:3129427,NA
317,MMMH01000001.1::3090670:3133593,NA
318,MMMC01000007.1::463892:506815,NA
319,MMKL01000009.1::44535:87108,NA
320,MMFM01000005.1::44467:87040,NA
321,MMFK01000016.1::402862:445435,NA
322,MMFH01000006.1::292666:335589,NA
323,MMFD01000007.1::462987:505560,NA
324,MMEK01000005.1::292715:335288,NA
325,MMDQ01000014.1::292656:335229,NA
326,MMCX01000002.1::463844:506417,NA
327,MMCP01000004.1::402990:445563,NA
328,MMCA01000016.1::292608:335181,NA
329,MMBU01000004.1::463115:505688,NA
330,MMBF01000005.1::463000:505573,NA
331,MMBB01000001.1::3090072:3132645,NA
332,MMAV01000004.1::462983:505556,NA
333,MMAF01000001.1::3088796:3131369,NA
334,MMAA01000015.1::402824:445397,NA
335,SCAW01000004.1::0:20020,NA
336,SBVV01000004.1::0:20006,NA
337,MQLC01000003.1::0:21429,NA
338,MQGJ01000002.1::0:21435,NA
339,MQDZ01000002.1::0:21429,NA
340,MMXY01000003.1::1877606:1920060,NA
341,MMXU01000002.1::0:21424,NA
342,MMTJ01000006.1::0:21480,NA
343,MMHT01000003.1::0:21420,NA
344,MMBQ01000002.1::0:21433,NA
345,SBRE01000006.1::44528:88077,NA
346,MRHQ01000004.1::2255446:2298127,NA
347,MRGX01000005.1::1882369:1925918,NA
348,MRGS01000003.1::2762020:2805569,NA
349,MREB01000015.1::44433:87112,NA
350,MQKR01000004.1::1238702:1282177,NA
351,MQDB01000001.1::3096321:3139002,NA
352,MQCC01000001.1::3096340:3139817,NA
353,MQBU01000014.1::44530:87211,NA
354,MQAK01000010.1::1462370:1505051,NA
355,MMZR01000005.1::2252174:2294197,NA
356,MMZH01000015.1::44365:87118,NA
357,MMXK01000004.1::1884000:1926885,NA
358,MMXC01000055.1::44305:87854,NA
359,MMWZ01000042.1::44277:87609,NA
360,MMWA01000002.1::2260849:2303602,NA
361,MMUX01000031.1::44493:87246,NA
362,MMUW01000018.1::403118:446667,NA
363,MMUN01000020.1::44422:87971,NA
364,MMTZ01000011.1::1883321:1926074,NA
365,MMSX01000029.1::44345:87024,NA
366,MMRE01000015.1::44406:87159,NA
367,MMPL01000027.1::44421:87174,NA
368,MMOW01000002.1::2259184:2302295,NA
369,MMOU01000001.1::3098814:3141567,NA
370,MMKR01000017.1::44505:87257,NA
371,MMGZ01000004.1::1910152:1952831,NA
372,MMEE01000020.1::1037084:1080555,NA
373,MMBW01000015.1::44285:87109,NA
374,MMBA01000005.1::1892648:1935472,NA
375,MMAI01000014.1::707593:750417,NA
376,MLZN01000012.1::707596:751216,NA
377,SCDI01000002.1::1870858:1913611,NA
378,SBWS01000025.1::44484:87237,NA
379,SBSI01000006.1::44448:87201,NA
380,SBPJ01000008.1::1102690:1145443,NA
381,SBPC01000004.1::1100093:1142846,NA
382,SBON01000004.1::1457856:1500609,NA
383,SBNM01000002.1::1870003:1912756,NA
384,MRDP01000002.1::2746546:2789299,NA
385,MQLV01000004.1::1871551:1914304,NA
386,MQFD01000004.1::1870179:1912858,NA
387,MMZS01000001.1::3094277:3137030,NA
388,MMVL01000002.1::1873364:1916117,NA
389,MMUD01000020.1::668733:711486,NA
390,MMRS01000007.1::1458904:1501657,NA
391,MMOF01000002.1::1883521:1926274,NA
392,MMNZ01000001.1::3087760:3130513,NA
393,MMMP01000001.1::3091255:3134008,NA
394,MMMG01000010.1::1103754:1146507,NA
395,MMLU01000002.1::1873292:1916045,NA
396,MMLK01000006.1::1458834:1501587,NA
397,MMHW01000002.1::1872702:1915455,NA
398,MMHS01000002.1::1873243:1915996,NA
399,MMFT01000027.1::403032:445785,NA
400,MMDW01000002.1::1873186:1915939,NA
401,MMBX01000020.1::1102934:1145687,NA
402,MMBT01000006.1::1102915:1145668,NA
403,MLZM01000017.1::1102879:1145632,NA
404,MBDF01000169.1::0:29872,NA
405,LUDZ01000016.1::0:33615,NA
406,KL405699.1::461707:507381,NA
407,KK356621.1::2761874:2804627,NA
408,KK357319.1::3095190:3139000,NA
409,KK356885.1::3097481:3142393,NA
410,KK356816.1::2760584:2803337,NA
411,KK356498.1::2756490:2799317,NA
412,KK356465.1::3092646:3135833,NA
413,KK356241.1::3092385:3135138,NA
414,KK356227.1::3096250:3139079,NA
415,KK356929.1::3099778:3143741,NA
416,KK355880.1::2763262:2806474,NA
417,KK355407.1::0:27122,NA
418,KK355367.1::0:20003,NA
419,MMIU01000002.1::1866314:1909067,NA
420,MMHR01000003.1::1866702:1909455,NA
421,KK340196.1::3115773:3159411,NA
422,KK357920.1::0:23120,NA
423,SBNO01000005.1::1868906:1911664,NA
424,SBNG01000005.1::1108347:1151105,NA
425,KK339973.1::2750009:2790009,NA
426,VOKF01000003.1::0:20128,NA
427,VOKE01000003.1::236034:256633,NA
428,VOJL01000038.1::20141:41998,NA
429,KK339323.1::3233714:3281112,NA
430,MMJW01000005.1::0:22239,NA
431,MMIA01000002.1::0:22240,NA
432,MMHZ01000002.1::0:22242,NA
433,KK339361.1::463927:506670,NA
434,KK339267.1::0:20001,NA
435,KK338751.1::1039300:1082124,NA
436,KK331324.1::0:20005,NA
437,KL406311.1::1468420:1510735,NA
438,MMVA01000014.1::0:20002,NA
439,MQDX01000005.1::0:20003,NA
440,MMXS01000008.1::0:20355,NA
441,KK328184.1::785664:830590,NA
442,KK328164.1::3088976:3131770,NA
443,KK342487.1::467396:510742,NA
444,KK357755.1::2745523:2787616,NA
445,KK322693.1::463889:506407,NA
446,KL406373.1::788129:828784,68
447,KK329190.1::0:15520,NA
448,KK330189.1::0:21416,NA
449,KK328850.1::3113654:3156419,NA
450,KK350910.1::3102806:3151485,NA
451,KK319695.1::0:20001,NA
452,MMRL01000011.1::0:23290,NA
453,KK315568.1::0:11155,NA
454,KK314097.1::0:11662,NA
455,KK313242.1::0:12039,NA
456,KK310194.1::0:11666,NA
457,KK309436.1::0:11705,NA
458,KK309119.1::0:20001,NA
459,KK313160.1::0:12169,NA
460,KK307270.1::0:12161,NA
461,KK307203.1::3096533:3142865,NA
462,UMLM01050678.1::0:27345,NA
463,OLRR01000580.1::0:28226,NA
464,OLQY01001040.1::0:26440,NA
465,OGCN01001390.1::0:29412,NA
466,OCPU01000662.1::0:29887,NA
467,OCPS01000545.1::0:29709,NA
468,OCHC01000473.1::0:29652,NA
469,QWCE01003544.1::0:20431,NA
470,OLRF01002327.1::0:17046,NA
471,OGZO01001381.1::0:17825,NA
472,OGXF01001485.1::0:16561,NA
473,OGQO01001007.1::4696:27866,NA
474,OGPT01002130.1::0:16548,NA
475,OCHV01001579.1::0:14420,NA
476,OBJG01001589.1::0:16682,NA
477,OBAR01001241.1::0:20154,NA
478,NODE_1672_length_17248_cov_13.725293::0:17248,NA
479,KL405806.1::138470:183573,NA
480,KK357663.1::3102136:3150142,NA
481,JGI24701J34945_10001810::0:10542,NA
482,UMJZ01010117.1::0:7231,14
483,ULZH01038059.1::0:6691,14
484,ULXL01069417.1::0:8805,14
485,ULWL01055772.1::0:5162,14
486,ODMR01004818.1::0:7359,14
487,Ga0334901_1009214::0:4933,NA
488,Ga0315279_10070778::0:3152,NA
489,Ga0308409_1008107::0:3514,NA
490,Ga0308406_1006791::0:3346,NA
491,Ga0308416_1007474::0:3071,NA
492,Ga0308392_1006314::0:3923,NA
493,Ga0308408_1005765::0:4330,NA
494,Ga0308406_1004052::0:4582,NA
495,Ga0308394_1007574::0:3884,NA
496,ULYR01031618.1::0:3032,14
497,ULUT01004782.1::0:2912,14
498,OGQX01014408.1::0:2955,14
499,ODAI011166629.1::0:2861,14
500,Ga0256837_1000632::0:28551,NA
501,Ga0256836_1000296::0:28565,NA
502,Ga0310695_10037745::0:5286,NA
503,Ga0256406_1005962::0:12597,NA
504,Ga0256405_10005895::0:20397,NA
505,Ga0256404_1010989::0:12304,NA
506,Ga0256404_1006893::0:18384,NA
507,Ga0255387_10095::0:12441,82
508,OFMQ01000517.1::6718:27064,NA
509,Ga0310695_10007173::0:17926,NA
510,Ga0310691_10072256::0:3529,NA
511,UMLM01049163.1::0:19759,NA
512,OLRA01001670.1::0:21834,NA
513,OGDN01002972.1::0:19558,NA
514,Ga0326763_1005423::0:3166,NA
515,Ga0308415_1008893::0:3419,NA
516,Ga0308405_1004232::0:6052,NA
517,JGI24794J26673_10001693::0:12794,NA
518,JGI24714J26587_10009464::0:4747,NA
519,JGI24713J26584_10009137::0:4763,NA
520,Ga0209537_1014262::0:4305,NA
521,Ga0209521_10000013::23108:63108,NA
522,Ga0209520_10000059::2510:42510,NA
523,Ga0212118_10009445::0:6210,NA
524,UMAL01042015.1::0:17023,NA
525,Ga0212128_10006810::0:7435,NA
526,Ga0194127_10015847::0:7176,NA
527,Ga0256836_1007422::0:2960,NA
528,Ga0190360_1008812::0:4383,NA
529,Ga0315280_10044675::0:3920,NA
530,Ga0212126_1008041::0:5300,NA
531,Ga0209614_1007612::0:5300,NA
532,Ga0190307_1001042::0:7459,NA
533,Ga0212118_10009833::0:6074,NA
534,Ga0190336_1000808::0:6475,NA
535,Ga0190315_1003085::0:6004,NA
536,Ga0190303_1004469::0:5092,NA
537,Ga0190306_1000760::0:9975,NA
538,Ga0318466_10299619::0:3805,82
539,Ga0257091_10156936::0:3023,82
540,Ga0257076_10101390::0:3880,82
541,Ga0187911_10113334::0:3752,82
542,Ga0187910_10355612::0:1922,NA
543,Ga0208820_1015239::0:2600,NA
544,QMZB01000065.1::0:7594,NA
545,Ga0190326_1000201::0:9093,NA
546,Ga0190326_1000026::24:21192,NA
547,Ga0180302_10003540::0:7594,NA
548,Ga0190311_1002464::0:4388,NA
549,Ga0180302_10002230::0:9379,NA
550,QMVJ01000114.1::0:5793,NA
551,Ga0180301_10014492::0:5793,NA
552,QMWV01000047.1::0:14484,NA
553,Ga0180301_10002814::0:13677,NA
554,Ga0180301_10002487::0:14484,NA
555,SDBT01106497.1::0:3997,NA
556,Ga0180009_10061465::0:2231,NA
557,Ga0265293_10001483::0:28050,NA
558,Ga0172375_10049401::0:4117,NA
559,Ga0172371_10063747::0:3707,NA
560,Ga0172370_10046808::0:3565,NA
561,OLQC01008975.1::0:4370,NA
562,Ga0208683_102686::0:4900,NA
563,Ga0208314_102206::0:5153,NA
564,Ga0167616_1002026::0:4889,NA
565,Ga0167615_1001816::0:4889,NA
566,NODE_44341_length_5013_cov_10.125000::0:5013,NA
567,Ga0163154_10064519::0:2539,NA
568,Ga0163149_10072272::0:2539,NA
569,Ga0163148_10063948::0:2527,NA
570,Ga0163146_10071353::0:2519,NA
571,Ga0163145_1008435::0:2540,NA
572,KQ235823.1::468856:508856,NA
573,PPYF01172271.1::0:12565,NA
574,Ga0137308_101273::0:26519,NA
575,OFHP01002626.1::0:7423,NA
576,OFHN01004033.1::0:7336,NA
577,OFGZ01002534.1::0:7471,NA
578,OFGN01002976.1::0:7708,NA
579,OFGM01002393.1::0:8765,NA
580,OFFV01003489.1::0:6488,NA
581,OFFP01004397.1::0:6912,NA
582,OFFL01002788.1::0:7661,NA
583,OFFK01004083.1::0:7710,NA
584,OFFG01002966.1::0:8046,NA
585,OFFE01003926.1::0:7456,NA
586,Ga0137307_100805::7960:35012,NA
587,UMLL01000544.1::0:46905,NA
588,ULYX01037902.1::0:51026,NA
589,QZMK01001031.1::9310:40016,NA
590,QSQN01000015.1::44997:69764,NA
591,OLSP01000233.1::0:22976,NA
592,OLQY01000321.1::4833:58555,NA
593,OLPN01001397.1::0:21821,NA
594,OIXV01001574.1::0:19933,NA
595,OGYN01001536.1::0:18700,NA
596,OGWQ01000527.1::3608:28523,NA
597,ULRF01020990.1::0:12705,NA
598,ULQB01034630.1::0:8264,NA
599,QWCN01006886.1::0:10212,NA
600,OLGB01006657.1::0:8262,NA
601,OKRW01002091.1::0:15237,NA
602,OICR01000389.1::0:20117,NA
603,OHLJ01001777.1::0:8439,NA
604,OHBE01002314.1::0:14320,NA
605,OGQR01001051.1::0:20136,NA
606,Ga0310691_10001856::5755:30340,NA
607,Ga0247608_10002602::0:22196,NA
608,ULYE01035844.1::0:2125,NA
609,ULNL01017047.1::0:1738,NA
610,ODGV01014061.1::0:1606,NA
611,UMEZ01032368.1::0:2356,14
612,OMBA01005570.1::0:2853,14
613,OLZO01006353.1::0:1923,14
614,OLWA01022456.1::0:1986,14
615,OLPS01012122.1::0:3578,14
616,OIWS01015419.1::0:2545,14
617,OIMC01000753.1::0:3628,14
618,Ga0134386_107508::0:1960,14
619,UMKJ01079757.1::0:5504,NA
620,UMJL01067624.1::0:19124,NA
621,UMIP01025162.1::0:18251,NA
622,UMAK01027478.1::0:27113,NA
623,ULXA01014368.1::0:24445,NA
624,ULUY01071695.1::0:15478,NA
625,ULST01011573.1::0:30337,NA
626,ULSP01025527.1::0:2737,NA
627,QZMK01000351.1::49618:85157,NA
628,OODL01001884.1::0:15698,NA
629,OOCH01001922.1::0:14483,NA
630,OOCB01000760.1::25457:49292,NA
631,OOAC01001620.1::0:14765,NA
632,OMFZ01000024.1::71491:111491,NA
633,OMFO01000119.1::27440:62575,NA
634,OMEX01000768.1::0:1858,NA
635,OMEV01001678.1::0:8341,NA
636,OMER01000192.1::0:35068,NA
637,OMDG01000614.1::0:3211,NA
638,OMCU01001470.1::0:9399,NA
639,OMBS01000899.1::0:1687,NA
640,OMBO01000355.1::0:21526,NA
641,OMBN01000654.1::0:19684,NA
642,OMAZ01000116.1::0:34703,NA
643,OMAC01000535.1::0:24712,NA
644,OLXN01000370.1::1927:36996,NA
645,OLWZ01000295.1::0:32567,NA
646,OLWT01000263.1::990:36731,NA
647,OLSN01001554.1::0:19188,NA
648,OLRG01000293.1::3477:43477,NA
649,OLOL01000843.1::0:29240,NA
650,OLIX01003584.1::0:9943,NA
651,OLGN01002840.1::0:7435,NA
652,OLGD01002721.1::0:19138,NA
653,OLGA01003079.1::0:11042,NA
654,OKSE01001331.1::0:12185,NA
655,OKSD01002842.1::0:14125,NA
656,OKRY01006599.1::0:7252,NA
657,OJQT01002105.1::0:5983,NA
658,OJON01006644.1::0:3048,NA
659,OJNX01000983.1::0:17247,NA
660,OJNO01005103.1::0:3204,NA
661,OIXH01000682.1::0:22481,NA
662,OIXG01000974.1::0:23781,NA
663,OIWS01009023.1::0:4191,NA
664,OHVZ01003607.1::0:3728,NA
665,OHTU01000503.1::0:14574,NA
666,OHTJ01000278.1::0:21493,NA
667,OHTD01003199.1::0:5657,NA
668,OHRT01000724.1::0:10441,NA
