,node,cluster
77,Ga0134100_1000136::0:43973,5
78,Ga0134099_1000163::0:43973,5
79,Ga0134098_1000191::24247:68724,5
80,Ga0134097_1000149::0:43973,5
81,Ga0134094_1000185::41796:86273,5
82,Ga0134093_1000830::0:34853,5
83,Ga0122201_100024::0:20101,5
84,Ga0121213_100017::201427:225490,5
85,Ga0121189_100080::0:18815,5
86,Ga0120950_100195::0:20679,5
87,DGKZ01000011.1::0:20046,5
88,DFDD01000018.1::10747:31289,5
89,Ga0074045_10001827::0:20185,7
90,Ga0256835_1001045::0:17554,8
91,Ga0315533_1000001::83324:123324,14
92,Ga0315280_10002508::0:20010,14
93,Ga0315279_10001637::0:20051,14
94,Ga0209979_1000001::1529378:1569908,14
95,Ga0114930_10000747::4530:33515,14
96,Ga0247727_10000229::111701:134103,8
97,DAJR01000003.1::0:20058,NA
98,Ga0073580_111762::0:12074,8
99,RSFX01000008.1::56372:96372,8
100,OFEK01000013.1::23939:63939,8
101,JGI24020J35080_1000054::108169:148169,8
102,JGI24020J35080_1000017::45353:85353,8
103,JGI24019J35510_1000027::108169:148169,8
104,Ga0326760_1002185::0:7988,8
105,Ga0315291_10000764::0:34592,8
106,Ga0272449_1007688::0:7813,8
107,Ga0255346_1005019::0:13959,8
108,Ga0255344_1005779::0:11553,8
109,Ga0255340_1003215::0:17554,8
110,Ga0209426_1000043::108227:148227,8
111,Ga0209121_10005874::0:10964,8
112,Ga0208462_1000002::515578:555578,8
113,Ga0208041_1000014::230544:270544,8
114,Ga0190337_1001114::0:5207,8
115,Ga0180933_140::108169:148169,8
116,Ga0180887_122::45353:85353,8
117,Ga0180870_132::108169:148169,8
118,Ga0116195_1000007::180393:220393,8
119,Ga0116194_1000023::33469:73469,8
120,Ga0081529_114848::0:5810,8
121,DAUB01000009.1::219673:242805,8
122,DAQJ01000005.1::0:21009,8
123,DAKK01000011.1::0:21910,8
124,DAJG01000014.1::0:20001,8
125,DAFG01000013.1::51211:74342,8
126,DACT01000017.1::483063:506194,8
127,CP022706.1::1027254:1073921,8
128,UQQS01000004.1::0:31263,16
129,QZME01000346.1::25585:54380,16
130,OOCW01001008.1::0:22595,16
131,OLNJ01001350.1::0:13170,16
132,OJME01002170.1::0:13920,16
133,Ga0153798_10000516::0:31112,16
134,CP016786.1::939513:995814,16
135,LFCJ01001724.1::0:15504,8
136,JGI24025J20009_10003970::0:9885,8
137,Ga0326728_10022125::0:11844,8
138,Ga0326727_10023494::0:11752,8
139,Ga0272449_1002399::0:17535,8
140,Ga0212092_1008272::0:8241,8
141,Ga0209513_1001875::0:8142,8
142,Ga0207714_1002261::0:11797,8
143,Ga0207421_10011761::0:8421,8
144,Ga0207421_10010551::0:9105,8
145,Ga0190306_1000098::0:34536,8
146,CP012986.1::778759:818759,8
147,RPGO01000025.1::20679:59377,14
148,Ga0116163_1000272::8009:38188,14
149,Ga0116162_10000304::0:25332,14
150,Ga0207193_1005912::0:18997,7
151,Ga0134092_1002587::0:13570,7
152,RCTG01000056.1::0:15195,7
153,Ga0121617_10039::10087:50087,5
154,Ga0190304_1000368::0:21271,8
155,Ga0190303_1000403::0:18084,8
156,CP000743.1::1101706:1142423,14
157,SCADCLC_10003003::0:8742,14
158,OFEK01002868.1::0:8832,14
159,MVRK01000028.1::0:20184,14
160,MVQJ01000108.1::33642:54167,14
161,MTKX01000567.1::0:17670,14
162,MTKW01001039.1::68300:109779,14
163,LUYF01000339.1::0:6320,14
164,LNQE01001511.1::13109:34650,14
165,JGI24729J20445_1000176::24535:46687,14
166,JGI24025J20009_10000451::0:31775,14
167,Iso3TCLC_10009265::0:6617,14
168,Ga0334901_1000322::47794:70955,14
169,Ga0334900_1000356::0:20188,14
170,Ga0334899_1000270::0:20188,14
171,Ga0334898_1000395::47794:71178,14
172,Ga0334896_1000921::7623:29075,14
173,Ga0334896_1000281::47794:71178,14
174,Ga0334895_1002611::0:14960,14
175,Ga0334895_1000978::0:22451,14
176,Ga0334894_1000281::47794:70712,14
177,Ga0334893_1000330::47794:70712,14
178,Ga0334892_1000937::7465:28917,14
179,Ga0334892_1000202::0:20188,14
180,Ga0334890_1004343::0:13115,14
181,Ga0334890_1002737::0:19479,14
182,Ga0334890_1002572::0:20553,14
183,Ga0334890_1001442::7500:31629,14
184,Ga0334890_1000478::0:20188,14
185,Ga0334889_1003034::0:17438,14
186,Ga0334889_1002605::0:19948,14
187,Ga0334889_1001397::0:22451,14
188,Ga0334889_1000391::0:20241,14
189,Ga0334888_1003770::0:14503,14
190,Ga0334888_1003477::0:15475,14
191,Ga0334888_1002101::0:20214,14
192,Ga0334888_1000393::0:20188,14
193,Ga0334887_1005320::0:10830,14
194,Ga0334887_1001378::0:22451,14
195,Ga0334887_1001232::0:20188,14
196,Ga0334886_1003715::0:13330,14
197,Ga0334886_1003170::0:14960,14
198,Ga0334886_1002294::0:19560,14
199,Ga0334886_1002149::0:20553,14
200,Ga0334885_1003374::0:14960,14
201,Ga0334885_1002238::0:20553,14
202,Ga0334885_1001310::0:22277,14
203,Ga0334884_1004508::0:14243,14
204,Ga0334884_1004265::0:14960,14
205,Ga0334884_1003142::0:19337,14
206,Ga0334884_1001769::7465:30371,14
207,Ga0334883_1003841::0:15329,14
208,Ga0334883_1002854::0:19942,14
209,Ga0334883_1002400::0:20188,14
210,Ga0334883_1001735::0:21054,14
211,Ga0334882_1003899::0:13183,14
212,Ga0334882_1001465::7588:28005,14
213,Ga0334882_1000379::47794:70955,14
214,Ga0311022_10698533::0:18526,14
215,Ga0311022_10298800::0:9995,14
216,Ga0310375_1000047::38563:78563,14
217,Ga0272380_10008198::0:15117,14
218,Ga0272380_10000537::0:39397,14
219,Ga0265296_1001168::0:31895,14
220,Ga0255812_10388614::0:18610,14
221,Ga0255811_11722111::0:18426,14
222,Ga0255811_11270488::0:9572,14
223,Ga0247842_10001942::0:20051,14
224,Ga0247841_10002886::0:20090,14
225,Ga0226659_10008247::0:9774,14
226,Ga0222701_1000221::0:24103,14
227,Ga0222698_1001116::0:8175,14
228,Ga0222683_1000962::0:8020,14
229,Ga0222680_1001017::0:7751,14
230,Ga0212121_10003491::0:16579,14
231,Ga0212088_10000002::0:25353,14
232,Ga0209749_1001949::0:15557,14
233,Ga0209722_1003304::0:11387,14
234,Ga0209720_1000024::136613:158475,14
235,Ga0209612_1002840::0:11975,14
236,Ga0209607_1005997::0:8659,14
237,Ga0209510_1003901::0:13587,14
238,Ga0209409_1000021::0:20017,14
239,Ga0209408_1000236::0:39564,14
240,Ga0209408_1000030::52752:92752,14
241,Ga0209340_1000758::7805:29983,14
242,Ga0209313_1002625::0:9664,14
243,Ga0209312_1003319::0:9789,14
244,Ga0209204_1000026::136613:157760,14
245,Ga0209203_1000772::0:25581,14
246,Ga0209203_1000185::12832:53346,14
247,Ga0209121_10000503::0:31580,14
248,Ga0209099_1003562::0:12527,14
249,Ga0209098_1000721::14540:34839,14
250,Ga0209083_1000001::486323:518623,14
251,Ga0208771_1000476::0:24253,14
252,Ga0208462_1002474::0:9824,14
253,Ga0208279_1000673::0:24137,14
254,Ga0208197_1001803::0:20009,14
255,Ga0208197_1001442::0:23723,14
256,Ga0208197_1000896::5272:33671,14
257,Ga0208196_1005242::0:9561,14
258,Ga0181297_100268::0:14902,14
259,Ga0172517_100255::0:26132,14
260,Ga0172366_10029924::0:3985,14
261,Ga0163209_1000649::0:15237,14
262,Ga0130025_1196356::0:9902,14
263,Ga0130025_1091987::0:14621,14
264,Ga0123334_1004737::0:13591,14
265,Ga0123333_10013690::0:6040,14
266,Ga0123330_1009474::0:6205,14
267,Ga0123329_1004218::0:11413,14
268,Ga0123328_1005912::0:9459,14
269,Ga0123327_1004115::0:10226,14
270,Ga0123327_1003321::0:11796,14
271,Ga0123326_1006545::0:6806,14
272,Ga0123326_1002655::0:13434,14
273,Ga0116195_1002257::0:10241,14
274,Ga0116187_1006022::0:9920,14
275,Ga0116186_1002058::0:18801,14
276,Ga0116171_10004297::0:12858,14
277,Ga0116164_10002567::0:12922,14
278,Ga0116162_10001989::0:12922,14
279,Ga0116151_10003571::0:13896,14
280,Ga0116146_1002621::0:15757,14
281,Ga0116142_10009237::0:7794,14
282,Ga0114951_10000307::38299:70675,14
283,Ga0075123_10000350::0:24124,14
284,Ga0075114_10000494::0:24126,14
285,Ga0074199_1003543::0:7152,14
286,Ga0074199_1001231::3164:24742,14
287,Ga0074198_1000149::50640:90640,14
288,Ga0074195_1001246::4923:37405,14
289,DAIR01000039.1::0:20021,14
290,DAIO01000127.1::0:20062,14
291,CP002565.1::2727357:2769613,14
292,Ga0190307_1000248::0:16760,8
293,OLWB01000937.1::716:29174,8
294,OLOB01006984.1::0:4753,8
295,OLIX01001199.1::0:20172,8
296,OGCG01001758.1::0:10184,8
297,OFMM01000009.1::119951:159951,8
298,OFML01000026.1::128129:161119,8
299,ODAI012670385.1::0:9159,8
300,ODAI011437199.1::0:9470,8
301,NPZC01000007.1::0:28696,8
302,LMVN01000013.1::0:24975,8
303,JGI24705J35276_12238048::0:15299,8
304,Ga0334901_1000243::0:33010,8
305,Ga0334900_1000155::40775:80775,8
306,Ga0334899_1000719::0:33050,8
307,Ga0334898_1002524::0:16604,8
308,Ga0334896_1001297::0:22238,8
309,Ga0334895_1000080::27056:67056,8
310,Ga0334894_1000075::83088:123088,8
311,Ga0334893_1000101::78469:118469,8
312,Ga0334892_1000123::0:33010,8
313,Ga0334888_1006375::0:9426,8
314,Ga0334887_1003055::0:17371,8
315,Ga0334886_1002607::0:17518,8
316,Ga0334885_1001443::0:29166,8
317,Ga0334884_1002211::0:25700,8
318,Ga0334883_1000812::0:33010,8
319,Ga0334882_1000090::84020:124020,8
320,Ga0318466_10075772::0:13201,8
321,Ga0315289_10013498::0:11433,8
322,Ga0310695_10000869::34726:73994,8
323,Ga0307249_10079462::0:13209,8
324,Ga0307246_1001119::0:13540,8
325,Ga0256407_10000642::0:39813,8
326,Ga0256406_1000591::924:43038,8
327,Ga0256405_10004403::0:26389,8
328,Ga0256404_1010107::0:13202,8
329,Ga0255361_1000164::0:13859,8
330,Ga0255347_1000572::29426:66195,8
331,Ga0255341_1001233::0:36588,8
332,Ga0252455_10002686::0:15930,8
333,Ga0216348_1001092::0:15323,8
334,Ga0214521_1000203::0:14777,8
335,Ga0209510_1003462::0:14829,8
336,Ga0209120_1001302::0:9686,8
337,Ga0194111_10009172::0:10809,8
338,Ga0190331_1000052::0:19117,8
339,Ga0190309_1000317::0:13964,8
340,Ga0187900_1000589::0:19252,8
341,Ga0187899_10002749::0:14220,8
342,Ga0180298_1000345::0:11150,8
343,Ga0172365_10006732::0:8492,8
344,Ga0123356_10001819::0:23175,8
345,Ga0123335_1012184::0:8222,8
346,Ga0123334_1009436::0:8156,8
347,Ga0116158_10004140::0:12446,8
348,Ga0114919_10007319::0:8757,8
349,Ga0082212_10000248::28166:71475,8
350,DAXC01000021.1::0:20056,8
351,DATE01000011.1::303632:343632,8
352,DAQU01000041.1::0:25307,8
353,DALO01000002.1::266527:306527,8
354,DAGY01000012.1::23812:64653,8
355,DAGJ01000002.1::0:32435,8
356,DAED01000008.1::6681:46681,8
357,DACB01000016.1::163396:203396,8
358,CP000102.1::470169:511223,8
359,QMCE01769554.1::0:16074,5
360,FRFD01000008.1::39599:79599,5
361,Ga0246099_100137::65245:89659,5
362,Ga0208313_100224::0:16951,7
363,Ga0116164_10008945::0:6168,17
364,BBAY66_10008986::0:3903,17
365,VJWB01000001.1::314858:391736,7
366,VIGD01000003.1::0:48748,7
367,RCTK01000042.1::0:22845,7
368,RCTJ01000042.1::0:22638,7
369,RCTI01000042.1::0:22638,7
370,RCTG01000085.1::0:8771,7
371,QLMH01000007.1::8446:48446,7
372,NOWF01000015.1::0:44824,7
373,MQAD01000005.1::769487:817119,7
374,LXMA01000043.1::96640:146013,7
375,LUCR01000174.1::0:13689,7
376,LQYY01000018.1::0:25069,7
377,LQYX01000092.1::3589:36008,7
378,LIOK01000006.1::143725:178511,7
379,LDNT01000005.1::0:23729,7
380,LDNS01000095.1::0:23753,7
381,KK211085.1::116555:150487,7
382,JYCE01000142.1::0:13898,7
383,JGI25331J36430_1001704::0:11364,7
384,JGCJ01000077.1::0:10516,7
385,Ga0310839_102474::0:6556,7
386,Ga0207867_1001613::0:15393,7
387,Ga0207866_1003826::0:8683,7
388,CYGZ01000006.1::143725:178511,7
389,BDDQ01000055.1::0:35230,7
390,BATY01000152.1::0:10049,7
391,BASG01000069.1::0:10222,7
392,PVXO01000012.1::51915:79462,16
393,OODN01000171.1::9219:49219,16
394,OLPU01005534.1::0:6714,16
395,OLPO01000294.1::0:31144,16
396,OGRR01004181.1::0:6349,16
397,Ga0307430_1000026::80311:120311,7
398,Ga0153798_10029690::0:4328,16
399,Ga0134091_1004245::0:8202,16
400,AZTB01000020.1::13507:34724,7
401,LT838813.1::4676253:4716253,17
402,Ga0335398_10000515::21681:61681,17
403,Ga0272427_1000473::67386:102942,17
404,Ga0222673_1000019::51814:91814,17
405,Ga0222633_1000527::1302:32938,17
406,Ga0209573_1000213::109222:146786,17
407,Ga0209540_10000527::10150:35691,17
408,Ga0209390_10001527::1892:41892,17
409,Ga0105055_10004017::1213:21831,17
410,Ga0105053_10003947::0:20009,17
411,FNZH01000007.1::174794:194992,17
412,Ga0326728_10031320::0:8955,14
413,VIAQ01000019.1::0:38592,14
414,SCHL01000005.1::36135:76135,14
415,SCADCLC_10091667::0:10087,14
416,QZAB01000018.1::0:10106,14
417,PGYK01000003.1::89543:129543,14
418,OFEK01001318.1::0:17260,14
419,NTMG01000023.1::0:41847,14
420,MFNH01000068.1::7828:34489,14
421,MDTP02000091.1::0:23094,14
422,MCHG01000246.1::0:23094,14
423,JJQK01000201.1::0:16790,14
424,JJQI01000088.1::0:25209,14
425,JJQD01000187.1::0:23004,14
426,JJQC01000161.1::0:26174,14
427,JJQB01000115.1::22786:52992,14
428,JJQA01000077.1::0:26087,14
429,JJPW01000020.1::0:26256,14
430,JJPV01000052.1::0:26125,14
431,JJPU01000041.1::0:16887,14
432,JJPO01000051.1::0:28018,14
433,JJPK01000084.1::0:29090,14
434,JJPJ01000024.1::0:29059,14
435,JJPI01000128.1::0:29012,14
436,JJPC01000121.1::0:32424,14
437,JGI24731J21663_1002324::0:11867,14
438,JGI24131J36419_10001064::0:10102,14
439,Iso3TCLC_10029934::0:7593,14
440,Iso3TCLC_10010333::0:12527,14
441,Ga0315547_1005708::0:7224,14
442,Ga0315547_1002086::0:14529,14
443,Ga0315543_1004759::0:11073,14
444,Ga0315539_1002404::0:13504,14
445,Ga0315532_1008460::0:5500,14
446,Ga0315296_10002847::0:14628,14
447,Ga0315284_10013417::0:11665,14
448,Ga0315280_10005495::0:18006,14
449,Ga0310375_1000005::53540:93540,14
450,Ga0307443_1002767::0:9575,14
451,Ga0307432_1003524::0:7943,14
452,Ga0307432_1002694::0:9459,14
453,Ga0307431_1002271::0:10070,14
454,Ga0307430_1004998::0:7661,14
455,Ga0307429_1002183::0:8480,14
456,Ga0307427_1002167::0:9468,14
457,Ga0307422_1004000::0:7081,14
458,Ga0302253_1001228::0:16330,14
459,Ga0302253_1000044::0:32274,14
460,Ga0302251_1000023::183871:211146,14
461,Ga0302250_1000232::43583:66835,14
462,Ga0272380_10001412::0:32840,14
463,Ga0268357_101258::0:18871,14
464,Ga0265296_1000154::29475:69475,14
465,Ga0265294_10011877::0:9732,14
466,Ga0265294_10006316::0:14262,14
467,Ga0255371_10037::0:20792,14
468,Ga0209639_1000688::19139:42873,14
469,Ga0209429_10002632::0:10503,14
470,Ga0209099_1002358::0:16739,14
471,Ga0208462_1001103::0:20231,14
472,Ga0208041_1001142::0:18944,14
473,Ga0180438_10023272::0:6632,14
474,Ga0172369_10001277::0:25906,14
475,Ga0172368_10001175::0:26571,14
476,Ga0163159_1004376::0:10147,14
477,Ga0154761_168::7828:34489,14
478,Ga0127641_10246::0:23094,14
479,Ga0116195_1002283::0:10134,14
480,Ga0075528_10000381::0:8371,14
481,Ga0074193_1000642::19226:54590,14
482,Ga0066631_10002433::0:6821,14
483,FNCA01000013.1::0:39395,14
484,Draft_10005308::0:11881,14
485,Draft_10004026::0:15204,14
486,Draft_10002883::0:20373,14
487,DANY01000047.1::15135:56745,14
488,DAKJ01000018.1::169604:209604,14
489,DAGA01000057.1::96829:121468,14
490,CP009530.1::3373183:3413183,14
491,CP009524.1::696265:745331,14
492,CP009520.1::717419:757419,14
493,CP009517.1::3709889:3749889,14
494,CP009516.1::991703:1031703,14
495,CP009515.1::2960927:3005368,14
496,CP009508.1::4262906:4302906,14
497,CP009507.1::3801795:3843041,14
498,CP009506.1::3850714:3895042,14
499,CP009505.1::2774713:2823924,14
500,AZAJ01000001.1::762132:824146,14
501,AXDV01000011.1::0:19328,14
502,Ga0302237_1000491::0:33704,7
503,Ga0247720_100015::81243:116105,7
504,CP019698.1::861837:970478,7
505,NBLN01000004.1::14237:55791,7
506,JQIA01000460.1::0:20390,7
507,Ga0334899_1000140::54833:109110,7
508,Ga0310375_1000002::609680:649680,7
509,Ga0307929_1000933::0:20001,7
510,Ga0265295_1000008::85450:129436,7
511,Ga0209720_1004425::0:9080,7
512,Ga0209609_10002573::0:10333,7
513,Ga0209506_1005199::0:9146,7
514,Ga0209409_1003882::0:9393,7
515,Ga0209407_1006142::0:9067,7
516,Ga0208900_1000229::0:21611,7
517,Ga0075111_1001002::0:13201,7
518,Ga0073581_100012::14237:55791,7
519,DHGY01000013.1::90534:130534,7
520,DCUK01000024.1::3392:43392,7
521,AWNO01000051.1::0:20025,7
522,PGCL01000002.1::584736:618631,7
523,MCHZ01000012.1::166144:196110,7
524,JGI24020J35080_1001513::0:12182,7
525,Ga0315298_1002333::0:20001,7
526,Ga0315281_10018117::0:9334,7
527,Ga0210003_1000096::15249:55249,7
528,Ga0209539_1001433::0:12892,7
529,Ga0209537_1004201::0:12494,7
530,Ga0180901_1102::0:12182,7
531,Ga0153798_10002871::0:28591,7
532,Ga0116186_1000840::0:32551,7
533,Ga0116165_1000995::2957:23215,7
534,Ga0114918_10000038::15330:55330,7
535,FRAJ01000011.1::0:28411,7
536,Ga0116184_10000992::0:29771,7
537,Ga0334892_1000064::48506:88506,7
538,Ga0308405_1000011::0:38498,7
539,Ga0302250_1000502::0:37461,7
540,Ga0209817_1000011::9886:49886,7
541,Ga0209311_1000008::256162:317025,7
542,Ga0207433_10016453::0:10384,7
543,Ga0116156_10000170::0:50044,7
544,Ga0074198_1000212::20925:60925,7
545,Ga0074197_1000658::0:37230,7
546,CP003167.1::2078628:2118628,7
547,LACN01000012.1::48186:127695,7
548,LACM01000001.1::105511:192579,7
549,JGI24229J36425_100546::0:4756,7
550,JGI24228J36427_100843::0:3678,7
551,Ga0272449_1012124::0:5693,7
552,Ga0207431_10023::0:56264,7
553,Ga0207430_10159::0:27809,7
554,Ga0207429_10013::0:45849,7
555,Ga0180433_10000224::49614:100181,7
556,Ga0073360_118::0:48648,7
557,CP034791.1::0:112121,7
558,CP008746.1::2188833:2228833,14
559,VAOU01073510.1::0:9049,7
560,JGI24721J44947_10013236::0:10057,7
561,Ga0315298_1010545::0:11113,7
562,Ga0256835_1000273::10534:41287,7
563,Ga0209642_10004609::0:8812,7
564,Ga0208197_1003160::0:13561,7
565,Ga0207433_10013414::0:12053,7
566,FNIN01000005.1::93260:113955,7
567,ATUV01000002.1::51885:91885,7
568,VSIW01000045.1::0:27802,16
569,MPPD01000257.1::0:11323,16
570,LS974202.1::1284906:1351753,16
571,JWIM01000059.1::0:20080,16
572,JPGZ01000043.1::2780:33178,16
573,JMRN01000098.1::0:15911,16
574,JGCK01000024.1::25775:51599,16
575,JFHM01000031.1::236135:257288,16
576,Ga0334901_1001376::0:22551,16
577,Ga0334900_1001440::0:23984,16
578,Ga0334899_1001441::0:21460,16
579,Ga0334898_1002373::0:17566,16
580,Ga0272442_10001629::0:33714,16
581,Ga0272441_10001171::0:45187,16
582,Ga0228535_1001233::11434:44158,16
583,Ga0209605_1001540::0:25060,16
584,Ga0209408_1001399::0:15186,16
585,Ga0209203_1003600::0:9549,16
586,Ga0116151_10007594::0:9131,16
587,Ga0100964_118125::0:11323,16
588,Draft_10001397::14218:36343,16
589,DIXC01000022.1::0:40754,16
590,CP003532.1::2451599:2504839,16
591,CP001634.1::699736:740854,16
592,AYTX01000053.1::0:22841,16
593,AYTW01000028.1::48942:88942,16
594,AYSI01000129.1::0:10898,16
595,ATCT01000001.1::46019:86019,16
596,SOAA01000019.1::3726:43726,7
597,SDBV01003879.1::512:21739,7
598,QPJF01000005.1::0:20338,7
599,QBLQ01000065.1::0:12057,7
600,Ga0247721_100546::0:11046,7
601,Ga0209537_1002707::0:17303,7
602,Ga0208561_100258::0:13434,7
603,Ga0207421_10010004::0:9444,7
604,Ga0163226_1000056::0:23370,7
605,Ga0137716_10000655::0:20037,17
606,Ga0052177_100583::0:5695,16
607,FOHM01000010.1::44209:84209,7
608,CP032760.1::3793125:3833125,7
609,CP002304.1::1646592:1686592,7
610,AVAF01000015.1::0:10054,7
611,ASRL01000583.1::0:5695,16
612,SDBT01013241.1::0:13234,7
613,JGI24500J29687_10009352::0:8811,7
614,Ga0334895_1003708::0:11453,7
615,Ga0268281_1001250::0:15256,7
616,Ga0268279_1000127::289:40289,7
617,Ga0268278_1001236::0:15258,7
618,Ga0265596_1001272::0:12133,7
619,Ga0265592_1000792::0:15258,7
620,Ga0265294_10011651::0:9846,7
621,Ga0265294_10003467::0:20144,7
622,Ga0172382_10010129::0:12719,7
623,Ga0119854_100317::1837:23690,7
624,Ga0116160_1001554::0:23383,7
625,Ga0116148_1006143::0:9821,7
626,Ga0116147_1001873::0:22239,7
627,Ga0075121_1001763::0:13074,7
628,Ga0075120_10004053::0:9835,7
629,Ga0075115_10002232::0:9120,7
630,DJGX01000059.1::15982:37365,7
631,DICV01000074.1::15069:35310,7
632,DHEC01000060.1::0:9982,7
633,ASNH01000054.1::0:14138,7
634,SDBV01010389.1::0:12204,7
635,SDBU01005645.1::0:14915,7
636,PNIY01000038.1::0:10897,7
637,MCBE01000011.1::15518:36196,7
638,LDZU01000152.1::0:15911,7
639,LDZT01010693.1::0:20834,7
640,LDZT01000063.1::0:12784,7
641,LDZT01000040.1::0:15285,7
642,Ga0315548_1000038::20844:60844,7
643,Ga0315545_1000064::38329:78329,7
644,Ga0315533_1000189::10988:50988,7
645,Ga0315295_10004022::0:12490,7
646,Ga0315288_10009293::0:12389,7
647,Ga0315279_10001756::0:35170,7
648,Ga0307992_1004685::0:7288,7
649,Ga0307991_1005687::0:7561,7
650,Ga0307991_1005368::0:7855,7
651,Ga0307990_1010968::0:5869,7
652,Ga0307990_1003846::0:11251,7
653,Ga0307422_1000890::0:15942,7
654,Ga0272440_1003232::0:12259,7
655,Ga0268285_1000177::0:39145,7
656,Ga0268282_1000526::0:19548,7
657,Ga0268281_1000319::0:36334,7
658,Ga0268279_1000169::6928:49676,7
659,Ga0268278_1000336::0:34902,7
660,Ga0268277_1000711::0:25647,7
661,Ga0265596_1000160::0:39460,7
662,Ga0265595_1000408::0:39829,7
663,Ga0265594_1000446::0:34555,7
664,Ga0265592_1000301::0:27883,7
665,Ga0257119_1005263::0:6240,7
666,Ga0256841_1000502::18733:40486,7
667,Ga0222702_1000227::0:16186,7
668,Ga0222684_1000186::0:15991,7
669,Ga0222642_1000189::0:15582,7
670,Ga0209407_1000002::0:37737,7
671,Ga0208905_1001230::0:12951,7
672,Ga0207193_1001982::1820:36206,7
673,Ga0181306_100656::0:7086,7
674,Ga0181306_100069::0:23458,7
675,Ga0181304_100092::0:23458,7
676,Ga0180732_1001642::0:13272,7
677,Ga0180433_10006815::0:14823,7
678,Ga0180433_10006761::0:14908,7
679,Ga0180012_1000611::0:10799,7
680,Ga0172382_10012606::0:11000,7
681,Ga0164318_10006341::0:11456,7
682,Ga0116171_10008827::0:8358,7
683,Ga0116155_10000540::0:31023,7
684,Ga0116145_1002049::0:18932,7
685,Ga0114918_10000014::133056:153371,7
686,Ga0075121_1001406::0:14844,7
687,Ga0075115_10001162::0:12988,7
688,FO203503.1::3469798:3509798,7
689,DOTB01000044.1::0:16044,7
690,DMCY01000111.1::55176:79706,7
691,DJVR01000011.1::0:20041,7
692,AWNT01000002.1::22773:43029,7
693,AQYX01000182.1::22773:43029,7
694,RDXM01000040.1::0:13449,17
695,AP018040.2::684690:724690,17
696,JQJI01000021.1::0:40763,7
697,Ga0209300_1000229::735:33285,7
698,Ga0182240_100187::0:26358,7
699,Ga0078972_1001708::0:28421,7
700,DJVI01000021.1::14623:47571,7
701,OLRT01001749.1::0:14679,16
